hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Mata Kaushalya Healthcare - Jalandhar,Jalandhar,Abohar,General Medicine,4.9,72.5,31.25,90.35,12,225,40688
Lifeline Hospital - Bathinda,Bathinda,Moga,General Surgery,4.9,72.5,18.75,90.35,17,226,40825
Maharaja Ranjit Singh Hospital - Faridkot,Faridkot,Khanna,Nephrology,4.9,72.5,31.25,90.35,12,227,40962
Punjab Multispeciality Hospital - Sangrur,Sangrur,Amritsar,Oncology,4.9,72.5,12.5,90.35,15,228,41099
Sewa Hospital - Rupnagar,Rupnagar,Khanna,Oncology,4.9,72.5,31.25,90.35,16,229,41236
Prime Care Hospital - Bathinda,Bathinda,Pathankot,Ophthalmology,4.9,72.5,25.0,90.35,12,230,41373
Apex Multispeciality Hospital - Patiala,Patiala,Mohali,Cardiology,4.8,77.1,37.5,90.33,29,231,41510
Guru Nanak Multispeciality Hospital - Pathankot,Pathankot,Abohar,Ophthalmology,4.8,77.1,37.5,90.33,18,232,41647
Guru Nanak Medical Centre - Jalandhar,Jalandhar,Nawanshahr,Pediatrics,4.8,77.1,37.5,90.33,15,233,41784
Guru Nanak Hospital - Nawanshahr,Nawanshahr,Barnala,Urology,4.8,77.1,31.25,90.33,17,234,41921
Mata Kaushalya Healthcare - Faridkot,Faridkot,Khanna,Gastroenterology,4.9,72.4,25.0,90.32,17,235,42058
City Care Healthcare - SAS Nagar,SAS Nagar,Rajpura,Orthopedics,4.9,72.4,18.75,90.32,15,236,42195
City Care Healthcare - SAS Nagar,SAS Nagar,Muktsar,Pediatrics,4.8,77.0,31.25,90.3,16,237,42332
Medicare Medical Centre - Faridkot,Faridkot,Amritsar,Dermatology,4.9,72.3,31.25,90.29,17,238,42469
Apex Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Abohar,Gynecology,4.9,72.3,18.75,90.29,6,239,42606
Medicare Hospital - Fazilka,Fazilka,Hoshiarpur,Orthopedics,4.9,72.3,18.75,90.29,16,240,42743
Shaheed Bhagat Singh Healthcare - SAS Nagar,SAS Nagar,Barnala,Pulmonology,4.9,72.3,31.25,90.29,11,241,42880
Maharaja Ranjit Singh Hospital - Fazilka,Fazilka,Khanna,Oncology,4.9,72.2,31.25,90.26,17,242,43017
Guru Nanak Multispeciality Hospital - Ludhiana,Ludhiana,Mohali,Pulmonology,4.9,72.2,31.25,90.26,12,243,43154
Medicare Multispeciality Hospital - Muktsar,Muktsar,Firozpur,Urology,4.9,72.2,31.25,90.26,13,244,43291
Punjab Multispeciality Hospital - Gurdaspur,Gurdaspur,Malerkotla,ENT,4.8,76.8,37.5,90.24,21,245,43428
Maharaja Ranjit Singh Medical Centre - Kapurthala,Kapurthala,Jalandhar,Gynecology,4.9,72.1,31.25,90.23,7,246,43565
Sunrise Healthcare - Moga,Moga,Muktsar,Cardiology,4.8,76.7,37.5,90.21,30,247,43702
Shivalik Medical Centre - Nawanshahr,Nawanshahr,Jalandhar,Gynecology,4.8,76.7,25.0,90.21,16,248,43839
Shaheed Bhagat Singh Healthcare - Barnala,Barnala,Rajpura,Pulmonology,4.8,76.7,37.5,90.21,15,249,43976
Guru Nanak Healthcare - Kapurthala,Kapurthala,Mansa,Gynecology,4.9,72.0,31.25,90.2,9,250,44113
Medicare Medical Centre - Ludhiana,Ludhiana,Moga,Gynecology,4.9,72.0,25.0,90.2,8,251,44250
Sunrise Healthcare - Ferozepur,Ferozepur,Moga,Oncology,4.9,72.0,31.25,90.2,18,252,44387
Lifeline Hospital - Pathankot,Pathankot,Pathankot,Dermatology,4.8,76.6,37.5,90.18,22,253,44524
Mata Kaushalya Medical Centre - Faridkot,Faridkot,Hoshiarpur,Nephrology,4.8,76.6,37.5,90.18,17,254,44661
Healing Touch Hospital - Ludhiana,Ludhiana,Mansa,Gynecology,4.9,71.9,25.0,90.17,10,255,44798
Maharaja Ranjit Singh Multispeciality Hospital - Rupnagar,Rupnagar,Pathankot,Dermatology,4.8,76.5,37.5,90.15,23,256,44935
Sewa Healthcare - Amritsar,Amritsar,Moga,Pulmonology,4.8,76.5,37.5,90.15,16,257,45072
Sewa Medical Centre - Barnala,Barnala,Gurdaspur,General Surgery,4.8,76.4,43.75,90.12,22,258,45209
Maharaja Ranjit Singh Multispeciality Hospital - Faridkot,Faridkot,Barnala,Ophthalmology,4.8,76.4,37.5,90.12,19,259,45346
Sewa Multispeciality Hospital - Malerkotla,Malerkotla,Khanna,Ophthalmology,4.8,76.4,37.5,90.12,20,260,45483
Sewa Multispeciality Hospital - Barnala,Barnala,Rupnagar,Urology,4.8,76.4,43.75,90.12,18,261,45620
Sewa Multispeciality Hospital - Patiala,Patiala,Ludhiana,Urology,4.8,76.4,37.5,90.12,19,262,45757
Shivalik Multispeciality Hospital - SAS Nagar,SAS Nagar,Rajpura,Neurology,4.9,71.7,25.0,90.11,10,263,45894
Medicare Hospital - Bathinda,Bathinda,Hoshiarpur,Cardiology,4.8,76.3,50.0,90.09,31,264,46031
Mata Kaushalya Multispeciality Hospital - Ferozepur,Ferozepur,Kapurthala,General Medicine,4.8,76.3,37.5,90.09,16,265,46168
Healing Touch Multispeciality Hospital - Tarn Taran,Tarn Taran,Mohali,Pediatrics,4.8,76.3,43.75,90.09,17,266,46305
Punjab Hospital - Ludhiana,Ludhiana,Nawanshahr,Cardiology,4.8,76.2,43.75,90.06,32,267,46442
Shivalik Medical Centre - Bathinda,Bathinda,Mohali,Gastroenterology,4.8,76.2,31.25,90.06,25,268,46579
Apex Healthcare - Mansa,Mansa,Patiala,Urology,4.8,76.2,25.0,90.06,20,269,46716
Mata Kaushalya Multispeciality Hospital - Sangrur,Sangrur,Mohali,General Surgery,4.9,71.5,25.0,90.05,18,270,46853
Punjab Healthcare - Jalandhar,Jalandhar,Phagwara,Ophthalmology,4.9,71.5,18.75,90.05,13,271,46990
Shivalik Multispeciality Hospital - Tarn Taran,Tarn Taran,Rupnagar,Pulmonology,4.9,71.5,25.0,90.05,13,272,47127
Maharaja Ranjit Singh Healthcare - Sangrur,Sangrur,Kapurthala,ENT,4.8,76.1,43.75,90.03,22,273,47264
Prime Care Medical Centre - Malerkotla,Malerkotla,Amritsar,Gastroenterology,4.8,76.1,37.5,90.03,26,274,47401
Fortune Multispeciality Hospital - Ferozepur,Ferozepur,Kapurthala,Cardiology,4.8,76.0,31.25,90.0,33,275,47538
Sunrise Healthcare - Malerkotla,Malerkotla,Firozpur,Urology,4.8,76.0,37.5,90.0,21,276,47675
Sunrise Hospital - Sangrur,Sangrur,Abohar,Gynecology,4.9,71.3,25.0,89.99,11,277,47812
Shivalik Multispeciality Hospital - Mansa,Mansa,Sangrur,Gynecology,4.8,75.9,31.25,89.97,17,278,47949
Healing Touch Multispeciality Hospital - Pathankot,Pathankot,Moga,Neurology,4.8,75.9,31.25,89.97,16,279,48086
City Care Medical Centre - Muktsar,Muktsar,Malerkotla,Oncology,4.8,75.9,43.75,89.97,23,280,48223
Fortune Healthcare - Kapurthala,Kapurthala,Patiala,Orthopedics,4.8,75.9,37.5,89.97,20,281,48360
Shaheed Bhagat Singh Multispeciality Hospital - Kapurthala,Kapurthala,Sangrur,Pediatrics,4.8,75.9,25.0,89.97,18,282,48497
Prime Care Multispeciality Hospital - Sangrur,Sangrur,Barnala,Urology,4.8,75.9,31.25,89.97,22,283,48634
Shivalik Multispeciality Hospital - Kapurthala,Kapurthala,Nawanshahr,Urology,4.8,75.9,37.5,89.97,24,284,48771
Sunrise Medical Centre - Bathinda,Bathinda,Muktsar,Urology,4.8,75.9,31.25,89.97,23,285,48908
City Care Hospital - Nawanshahr,Nawanshahr,Sangrur,Gastroenterology,4.9,71.2,25.0,89.96,18,286,49045
Sewa Healthcare - Sangrur,Sangrur,Barnala,Nephrology,4.9,71.2,25.0,89.96,13,287,49182
Prime Care Multispeciality Hospital - Tarn Taran,Tarn Taran,Muktsar,Pediatrics,4.8,75.8,31.25,89.94,19,288,49319
Shivalik Multispeciality Hospital - Jalandhar,Jalandhar,Mansa,Urology,4.8,75.8,31.25,89.94,25,289,49456
Prime Care Medical Centre - Moga,Moga,Amritsar,Oncology,4.9,71.1,18.75,89.93,19,290,49593
Guru Nanak Hospital - Sangrur,Sangrur,Mansa,Urology,4.9,71.1,25.0,89.93,14,291,49730
Medicare Multispeciality Hospital - Mansa,Mansa,Jalandhar,Cardiology,4.8,75.7,37.5,89.91,34,292,49867
Fortune Healthcare - Muktsar,Muktsar,Kapurthala,Dermatology,4.8,75.7,37.5,89.91,25,293,50004
Shivalik Healthcare - Gurdaspur,Gurdaspur,Muktsar,Dermatology,4.8,75.7,31.25,89.91,24,294,50141
Lifeline Hospital - Bathinda,Bathinda,Ludhiana,Nephrology,4.8,75.7,37.5,89.91,19,295,50278
Maharaja Ranjit Singh Multispeciality Hospital - Mansa,Mansa,Gurdaspur,Nephrology,4.8,75.7,37.5,89.91,18,296,50415
Punjab Healthcare - Gurdaspur,Gurdaspur,Jalandhar,Neurology,4.8,75.7,43.75,89.91,17,297,50552
Medicare Healthcare - Nawanshahr,Nawanshahr,Sangrur,Orthopedics,4.8,75.7,37.5,89.91,21,298,50689
Shaheed Bhagat Singh Medical Centre - Mansa,Mansa,Muktsar,Pulmonology,4.8,75.7,37.5,89.91,17,299,50826
Sunrise Hospital - Hoshiarpur,Hoshiarpur,Rajpura,Cardiology,4.9,71.0,25.0,89.9,21,300,50963
Guru Nanak Hospital - Pathankot,Pathankot,Gurdaspur,ENT,4.8,75.6,31.25,89.88,23,301,51100
Shaheed Bhagat Singh Hospital - Mansa,Mansa,Rajpura,Orthopedics,4.8,75.6,37.5,89.88,22,302,51237
City Care Multispeciality Hospital - Rupnagar,Rupnagar,Firozpur,Pulmonology,4.8,75.6,31.25,89.88,18,303,51374
Guru Nanak Multispeciality Hospital - Faridkot,Faridkot,Phagwara,Neurology,4.9,70.9,18.75,89.87,11,304,51511
City Care Hospital - Pathankot,Pathankot,Rupnagar,Nephrology,4.8,75.5,43.75,89.85,21,305,51648
Medicare Multispeciality Hospital - Tarn Taran,Tarn Taran,Mansa,Nephrology,4.8,75.5,37.5,89.85,20,306,51785
Lifeline Medical Centre - Pathankot,Pathankot,Sangrur,Urology,4.8,75.5,25.0,89.85,26,307,51922
Sunrise Medical Centre - Tarn Taran,Tarn Taran,Barnala,Urology,4.9,70.8,18.75,89.84,15,308,52059
Sewa Multispeciality Hospital - Mansa,Mansa,Muktsar,General Surgery,4.8,75.4,43.75,89.82,23,309,52196
Lifeline Multispeciality Hospital - Fazilka,Fazilka,Firozpur,Neurology,4.8,75.4,31.25,89.82,18,310,52333
Fortune Multispeciality Hospital - Moga,Moga,Firozpur,Oncology,4.8,75.4,43.75,89.82,24,311,52470
Prime Care Medical Centre - Tarn Taran,Tarn Taran,Kapurthala,Oncology,4.8,75.4,37.5,89.82,25,312,52607
Shivalik Hospital - Nawanshahr,Nawanshahr,Amritsar,Pulmonology,4.8,75.4,31.25,89.82,19,313,52744
Sewa Hospital - Patiala,Patiala,Mansa,Urology,4.8,75.4,37.5,89.82,27,314,52881
Guru Nanak Hospital - Jalandhar,Jalandhar,Rajpura,Gastroenterology,4.9,70.7,25.0,89.81,19,315,53018
Lifeline Healthcare - Mansa,Mansa,Mansa,Urology,4.9,70.7,18.75,89.81,16,316,53155
Shivalik Hospital - Muktsar,Muktsar,Amritsar,Gastroenterology,4.8,75.3,37.5,89.79,27,317,53292
Shaheed Bhagat Singh Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Barnala,General Medicine,4.8,75.3,37.5,89.79,18,318,53429
Shivalik Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Sangrur,General Medicine,4.8,75.3,31.25,89.79,19,319,53566
Sunrise Hospital - Fazilka,Fazilka,Patiala,General Medicine,4.8,75.3,43.75,89.79,17,320,53703
Shaheed Bhagat Singh Multispeciality Hospital - Gurdaspur,Gurdaspur,Mansa,Nephrology,4.8,75.3,43.75,89.79,22,321,53840
Fortune Multispeciality Hospital - Kapurthala,Kapurthala,Gurdaspur,Neurology,4.8,75.3,31.25,89.79,19,322,53977
Punjab Hospital - Ferozepur,Ferozepur,Rupnagar,Pediatrics,4.8,75.3,25.0,89.79,20,323,54114
Punjab Medical Centre - Ludhiana,Ludhiana,Malerkotla,Pulmonology,4.8,75.3,31.25,89.79,20,324,54251
Shaheed Bhagat Singh Medical Centre - Hoshiarpur,Hoshiarpur,Pathankot,General Medicine,4.9,70.6,18.75,89.78,13,325,54388
Lifeline Multispeciality Hospital - Sangrur,Sangrur,Pathankot,Pediatrics,4.7,79.9,43.75,89.77,42,326,54525
Mata Kaushalya Multispeciality Hospital - Mansa,Mansa,Mohali,Cardiology,4.8,75.2,37.5,89.76,35,327,54662
Punjab Healthcare - Kapurthala,Kapurthala,Rajpura,Urology,4.8,75.2,31.25,89.76,28,328,54799
Shivalik Medical Centre - Ludhiana,Ludhiana,Rupnagar,Urology,4.8,75.2,25.0,89.76,29,329,54936
Sewa Hospital - Malerkotla,Malerkotla,Ludhiana,General Surgery,4.9,70.5,25.0,89.75,19,330,55073
Fortune Medical Centre - Bathinda,Bathinda,Firozpur,ENT,4.8,75.1,37.5,89.73,26,331,55210
Healing Touch Hospital - Fazilka,Fazilka,Mohali,ENT,4.8,75.1,31.25,89.73,25,332,55347
Shaheed Bhagat Singh Hospital - Pathankot,Pathankot,Muktsar,ENT,4.8,75.1,37.5,89.73,24,333,55484
Sewa Healthcare - Nawanshahr,Nawanshahr,Rupnagar,General Surgery,4.8,75.1,43.75,89.73,24,334,55621
Lifeline Hospital - Tarn Taran,Tarn Taran,Rupnagar,Neurology,4.9,70.4,25.0,89.72,12,335,55758
Shaheed Bhagat Singh Hospital - Fazilka,Fazilka,Sangrur,Oncology,4.9,70.4,25.0,89.72,20,336,55895
Punjab Multispeciality Hospital - Ludhiana,Ludhiana,Khanna,Dermatology,4.8,75.0,37.5,89.7,26,337,56032
Fortune Hospital - Patiala,Patiala,Khanna,Gynecology,4.8,75.0,31.25,89.7,18,338,56169
City Care Medical Centre - Faridkot,Faridkot,Rupnagar,Gastroenterology,4.8,74.9,43.75,89.67,29,339,56306
Guru Nanak Hospital - Gurdaspur,Gurdaspur,Ludhiana,Gastroenterology,4.8,74.9,31.25,89.67,28,340,56443
Medicare Multispeciality Hospital - Kapurthala,Kapurthala,Patiala,Gynecology,4.8,74.9,43.75,89.67,19,341,56580
Mata Kaushalya Multispeciality Hospital - Faridkot,Faridkot,Khanna,Neurology,4.8,74.9,37.5,89.67,20,342,56717
Medicare Multispeciality Hospital - Gurdaspur,Gurdaspur,Rupnagar,Orthopedics,4.8,74.9,31.25,89.67,23,343,56854
City Care Medical Centre - Bathinda,Bathinda,Rupnagar,Pulmonology,4.8,74.9,43.75,89.67,21,344,56991
Medicare Multispeciality Hospital - Rupnagar,Rupnagar,Amritsar,Gynecology,4.9,70.2,18.75,89.66,12,345,57128
Shivalik Multispeciality Hospital - SAS Nagar,SAS Nagar,Mansa,ENT,4.8,74.8,31.25,89.64,27,346,57265
Healing Touch Medical Centre - Muktsar,Muktsar,Sangrur,Gastroenterology,4.8,74.8,37.5,89.64,30,347,57402
Guru Nanak Medical Centre - Ludhiana,Ludhiana,Bathinda,Gynecology,4.8,74.8,37.5,89.64,20,348,57539
Medicare Healthcare - Jalandhar,Jalandhar,Hoshiarpur,Nephrology,4.8,74.8,31.25,89.64,23,349,57676
Shivalik Multispeciality Hospital - Kapurthala,Kapurthala,Pathankot,ENT,4.8,74.7,43.75,89.61,28,350,57813
Lifeline Healthcare - Bathinda,Bathinda,Gurdaspur,Gastroenterology,4.8,74.7,37.5,89.61,31,351,57950
Guru Nanak Medical Centre - Tarn Taran,Tarn Taran,Abohar,General Medicine,4.8,74.7,43.75,89.61,21,352,58087
Lifeline Medical Centre - Jalandhar,Jalandhar,Sangrur,General Medicine,4.8,74.7,37.5,89.61,20,353,58224
Medicare Medical Centre - Moga,Moga,Rajpura,Neurology,4.8,74.7,31.25,89.61,22,354,58361
Punjab Medical Centre - Rupnagar,Rupnagar,Mansa,Neurology,4.8,74.7,37.5,89.61,21,355,58498
Apex Hospital - Muktsar,Muktsar,Patiala,Oncology,4.8,74.7,31.25,89.61,26,356,58635
Prime Care Hospital - Amritsar,Amritsar,Bathinda,Ophthalmology,4.8,74.7,31.25,89.61,21,357,58772
Apex Hospital - Kapurthala,Kapurthala,Sangrur,Orthopedics,4.8,74.7,43.75,89.61,24,358,58909
Mata Kaushalya Hospital - Sangrur,Sangrur,Ludhiana,Pulmonology,4.8,74.7,37.5,89.61,22,359,59046
Prime Care Hospital - Mansa,Mansa,Phagwara,Pulmonology,4.8,74.6,31.25,89.58,23,360,59183
Guru Nanak Multispeciality Hospital - Nawanshahr,Nawanshahr,Abohar,Urology,4.8,74.6,31.25,89.58,31,361,59320
Mata Kaushalya Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Khanna,Urology,4.8,74.6,37.5,89.58,30,362,59457
Punjab Hospital - Faridkot,Faridkot,Malerkotla,Urology,4.8,74.6,37.5,89.58,32,363,59594
Sewa Hospital - Bathinda,Bathinda,Mohali,Nephrology,4.9,69.9,18.75,89.57,14,364,59731
Lifeline Multispeciality Hospital - Faridkot,Faridkot,Sangrur,ENT,4.8,74.5,31.25,89.55,29,365,59868
Lifeline Hospital - Tarn Taran,Tarn Taran,Rupnagar,Gastroenterology,4.8,74.5,37.5,89.55,32,366,60005
Medicare Multispeciality Hospital - Amritsar,Amritsar,Patiala,General Medicine,4.8,74.5,37.5,89.55,22,367,60142
Shaheed Bhagat Singh Healthcare - Jalandhar,Jalandhar,Barnala,Nephrology,4.8,74.5,37.5,89.55,24,368,60279
City Care Multispeciality Hospital - Gurdaspur,Gurdaspur,Pathankot,Cardiology,4.9,69.8,18.75,89.54,22,369,60416
Medicare Medical Centre - Gurdaspur,Gurdaspur,Khanna,Cardiology,4.8,74.4,37.5,89.52,36,370,60553
Sunrise Multispeciality Hospital - Bathinda,Bathinda,Rupnagar,ENT,4.8,74.4,43.75,89.52,30,371,60690
Shivalik Hospital - Ludhiana,Ludhiana,Phagwara,Gastroenterology,4.8,74.4,31.25,89.52,33,372,60827
Healing Touch Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,General Medicine,4.8,74.4,37.5,89.52,23,373,60964
City Care Multispeciality Hospital - Jalandhar,Jalandhar,Hoshiarpur,Orthopedics,4.8,74.4,31.25,89.52,25,374,61101
Sunrise Medical Centre - Bathinda,Bathinda,Phagwara,Pediatrics,4.8,74.4,37.5,89.52,21,375,61238
Shaheed Bhagat Singh Healthcare - Kapurthala,Kapurthala,Nawanshahr,Urology,4.8,74.4,25.0,89.52,33,376,61375
Shaheed Bhagat Singh Medical Centre - Jalandhar,Jalandhar,Khanna,Cardiology,4.9,69.7,12.5,89.51,23,377,61512
Medicare Medical Centre - Moga,Moga,Kapurthala,Dermatology,4.8,74.3,37.5,89.49,27,378,61649
Maharaja Ranjit Singh Hospital - Pathankot,Pathankot,Khanna,ENT,4.8,74.3,31.25,89.49,31,379,61786
Sewa Healthcare - Pathankot,Pathankot,Jalandhar,Gynecology,4.8,74.3,31.25,89.49,21,380,61923
Lifeline Healthcare - Muktsar,Muktsar,Mohali,Nephrology,4.8,74.3,31.25,89.49,25,381,62060
Prime Care Hospital - Sangrur,Sangrur,Malerkotla,Pulmonology,4.7,78.9,43.75,89.47,50,382,62197
Punjab Multispeciality Hospital - Ludhiana,Ludhiana,Rajpura,Gastroenterology,4.8,74.2,25.0,89.46,34,383,62334
Mata Kaushalya Healthcare - Ferozepur,Ferozepur,Muktsar,Orthopedics,4.8,74.2,37.5,89.46,27,384,62471
Sunrise Medical Centre - SAS Nagar,SAS Nagar,Hoshiarpur,Orthopedics,4.8,74.2,31.25,89.46,26,385,62608
Maharaja Ranjit Singh Medical Centre - Mansa,Mansa,Abohar,Pulmonology,4.8,74.2,37.5,89.46,24,386,62745
Healing Touch Healthcare - Tarn Taran,Tarn Taran,Amritsar,Urology,4.8,74.2,25.0,89.46,34,387,62882
Sewa Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Hoshiarpur,ENT,4.9,69.5,18.75,89.45,15,388,63019
Medicare Multispeciality Hospital - Pathankot,Pathankot,Amritsar,Urology,4.7,78.8,43.75,89.44,62,389,63156
City Care Multispeciality Hospital - Ferozepur,Ferozepur,Mohali,Cardiology,4.8,74.1,25.0,89.43,37,390,63293
Healing Touch Hospital - Bathinda,Bathinda,Barnala,Nephrology,4.8,74.1,31.25,89.43,26,391,63430
Lifeline Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,Nephrology,4.8,74.1,25.0,89.43,27,392,63567
Lifeline Hospital - Hoshiarpur,Hoshiarpur,Rupnagar,Ophthalmology,4.8,74.1,18.75,89.43,22,393,63704
Shaheed Bhagat Singh Multispeciality Hospital - Rupnagar,Rupnagar,Rupnagar,Pediatrics,4.8,74.1,18.75,89.43,22,394,63841
Guru Nanak Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Patiala,Pulmonology,4.8,74.1,25.0,89.43,25,395,63978
Fortune Hospital - Jalandhar,Jalandhar,Mansa,Urology,4.8,74.1,25.0,89.43,35,396,64115
Maharaja Ranjit Singh Medical Centre - Muktsar,Muktsar,Sangrur,Gynecology,4.9,69.4,18.75,89.42,13,397,64252
Sewa Medical Centre - Rupnagar,Rupnagar,Barnala,Orthopedics,4.7,78.7,50.0,89.41,51,398,64389
Lifeline Healthcare - Fazilka,Fazilka,Barnala,Cardiology,4.8,74.0,31.25,89.4,38,399,64526
Sunrise Healthcare - Bathinda,Bathinda,Bathinda,Dermatology,4.8,74.0,37.5,89.4,28,400,64663
Shivalik Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Pathankot,ENT,4.8,74.0,43.75,89.4,32,401,64800
Lifeline Medical Centre - Muktsar,Muktsar,Bathinda,General Medicine,4.8,74.0,31.25,89.4,24,402,64937
Apex Healthcare - Faridkot,Faridkot,Patiala,Gynecology,4.8,74.0,37.5,89.4,23,403,65074
Shivalik Healthcare - Nawanshahr,Nawanshahr,Hoshiarpur,Gynecology,4.8,74.0,31.25,89.4,22,404,65211
Punjab Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Ludhiana,Pediatrics,4.8,74.0,37.5,89.4,23,405,65348
Shaheed Bhagat Singh Healthcare - Malerkotla,Malerkotla,Mansa,Pulmonology,4.8,74.0,31.25,89.4,26,406,65485
City Care Healthcare - Moga,Moga,Kapurthala,Urology,4.8,74.0,25.0,89.4,37,407,65622
Healing Touch Multispeciality Hospital - Amritsar,Amritsar,Muktsar,Urology,4.8,74.0,31.25,89.4,36,408,65759
City Care Hospital - Pathankot,Pathankot,Sangrur,Ophthalmology,4.9,69.3,18.75,89.39,14,409,65896
Lifeline Medical Centre - Amritsar,Amritsar,Khanna,General Medicine,4.8,73.9,31.25,89.37,26,410,66033
Lifeline Multispeciality Hospital - Gurdaspur,Gurdaspur,Malerkotla,General Medicine,4.8,73.9,25.0,89.37,25,411,66170
Healing Touch Multispeciality Hospital - Nawanshahr,Nawanshahr,Hoshiarpur,Neurology,4.8,73.9,31.25,89.37,23,412,66307
Fortune Medical Centre - Malerkotla,Malerkotla,Pathankot,Ophthalmology,4.8,73.9,37.5,89.37,23,413,66444
Sunrise Multispeciality Hospital - Malerkotla,Malerkotla,Bathinda,Orthopedics,4.8,73.9,31.25,89.37,28,414,66581
Guru Nanak Healthcare - Muktsar,Muktsar,Nawanshahr,Pediatrics,4.8,73.9,31.25,89.37,24,415,66718
Lifeline Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Sangrur,Pulmonology,4.8,73.9,31.25,89.37,27,416,66855
Sunrise Multispeciality Hospital - Pathankot,Pathankot,Mansa,Urology,4.8,73.9,31.25,89.37,38,417,66992
Prime Care Healthcare - Pathankot,Pathankot,Kapurthala,Gastroenterology,4.9,69.2,12.5,89.36,20,418,67129
Apex Medical Centre - SAS Nagar,SAS Nagar,Gurdaspur,Dermatology,4.8,73.8,37.5,89.34,29,419,67266
Sunrise Healthcare - Moga,Moga,Muktsar,Oncology,4.8,73.8,37.5,89.34,27,420,67403
Maharaja Ranjit Singh Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Sangrur,Orthopedics,4.8,73.8,37.5,89.34,29,421,67540
Sunrise Hospital - Ludhiana,Ludhiana,Rupnagar,Ophthalmology,4.9,69.1,18.75,89.33,15,422,67677
Shivalik Medical Centre - Ludhiana,Ludhiana,Rajpura,Pulmonology,4.7,78.4,37.5,89.32,51,423,67814
Apex Medical Centre - Tarn Taran,Tarn Taran,Moga,Cardiology,4.8,73.7,18.75,89.31,39,424,67951
Prime Care Healthcare - Malerkotla,Malerkotla,Bathinda,Gynecology,4.8,73.7,37.5,89.31,24,425,68088
Healing Touch Hospital - Sangrur,Sangrur,Barnala,Neurology,4.8,73.7,37.5,89.31,24,426,68225
Sunrise Multispeciality Hospital - Sangrur,Sangrur,Muktsar,Ophthalmology,4.8,73.7,37.5,89.31,24,427,68362
Shaheed Bhagat Singh Medical Centre - Faridkot,Faridkot,Moga,Orthopedics,4.8,73.7,37.5,89.31,30,428,68499
Shaheed Bhagat Singh Healthcare - Malerkotla,Malerkotla,Barnala,Pulmonology,4.8,73.7,31.25,89.31,28,429,68636
City Care Healthcare - Moga,Moga,Nawanshahr,Gastroenterology,4.9,69.0,12.5,89.3,21,430,68773
Shaheed Bhagat Singh Multispeciality Hospital - Mansa,Mansa,Sangrur,General Surgery,4.9,69.0,18.75,89.3,20,431,68910
Lifeline Medical Centre - Sangrur,Sangrur,Muktsar,Neurology,4.9,69.0,18.75,89.3,13,432,69047
Medicare Healthcare - Fazilka,Fazilka,Moga,Gastroenterology,4.7,78.3,43.75,89.29,58,433,69184
Lifeline Medical Centre - Jalandhar,Jalandhar,Phagwara,General Surgery,4.7,78.3,50.0,89.29,40,434,69321
Punjab Medical Centre - Faridkot,Faridkot,Mansa,Cardiology,4.8,73.6,37.5,89.28,40,435,69458
Sunrise Multispeciality Hospital - Kapurthala,Kapurthala,Moga,Oncology,4.8,73.6,31.25,89.28,28,436,69595
Sunrise Multispeciality Hospital - Kapurthala,Kapurthala,Sangrur,Oncology,4.8,73.6,31.25,89.28,29,437,69732
Maharaja Ranjit Singh Hospital - Muktsar,Muktsar,Nawanshahr,Orthopedics,4.8,73.6,37.5,89.28,31,438,69869
Fortune Medical Centre - Bathinda,Bathinda,Mansa,Pediatrics,4.8,73.6,25.0,89.28,25,439,70006
Apex Medical Centre - Muktsar,Muktsar,Khanna,Cardiology,4.9,68.9,18.75,89.27,24,440,70143
Punjab Medical Centre - Malerkotla,Malerkotla,Rajpura,General Surgery,4.7,78.2,37.5,89.26,41,441,70280
Shivalik Hospital - Nawanshahr,Nawanshahr,Khanna,Cardiology,4.8,73.5,37.5,89.25,41,442,70417
Maharaja Ranjit Singh Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Patiala,Dermatology,4.8,73.5,25.0,89.25,31,443,70554
Shivalik Medical Centre - Ludhiana,Ludhiana,Jalandhar,Dermatology,4.8,73.5,31.25,89.25,30,444,70691
Punjab Hospital - Rupnagar,Rupnagar,Amritsar,ENT,4.8,73.5,25.0,89.25,33,445,70828
Shivalik Hospital - Gurdaspur,Gurdaspur,Moga,General Surgery,4.8,73.5,31.25,89.25,25,446,70965
Sunrise Multispeciality Hospital - Ferozepur,Ferozepur,Nawanshahr,Gynecology,4.8,73.5,31.25,89.25,25,447,71102
Healing Touch Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Pathankot,Nephrology,4.8,73.5,25.0,89.25,28,448,71239
